IssuerOrgName,IssuerComName,IssuerCountry,SubjectCountry,SubjectDetails,SubjectAltNames,SubjectValidity,Malicious
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,9,84,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,353,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,6,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,5,393,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign ECC OV SSL CA 2018,BE,RU,3,0,181,0
DigiCert Inc,RapidSSL ECC CA 2018,US,None,0,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,US,3,0,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,367,0
Let's Encrypt,R3,US,None,0,2,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,366,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,US,2,0,365,0
DigiCert Inc,Thawte EV RSA CA 2018,US,CH,7,0,390,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,RU,3,20,181,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,5,397,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
DigiCert Inc,GeoTrust CN RSA CA G1,US,CN,2,25,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Amazon,Amazon RSA 2048 M01,US,None,0,7,255,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,6,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,9,396,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,9,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,12,365,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,364,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,JP,3,42,162,0
"DigiCert, Inc.",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,US,None,0,18,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Amazon,Amazon RSA 2048 M02,US,None,0,53,395,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,31,397,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,RU,3,45,181,0
Amazon,Amazon RSA 2048 M02,US,None,0,2,340,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,6,377,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,AU,3,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,9,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,366,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,394,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,366,84,0
GlobalSign nv-sa,GlobalSign Atlas R3 OV TLS CA 2022 Q3,BE,US,3,88,397,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,119,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,1,338,0
Let's Encrypt,E1,US,None,0,10,90,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Microsoft Corporation,Microsoft Azure TLS Issuing CA 02,US,US,3,6,360,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,0,394,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,394,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
Network Solutions L.L.C.,Network Solutions OV Server CA 2,US,US,2,0,396,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,SE,2,0,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M01,US,None,0,22,226,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,6,364,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,88,397,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,73,176,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,0,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,CA,3,41,371,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,12,365,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,236,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,126,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Apple Inc.,Apple Public EV Server RSA CA 2 - G1,US,US,8,15,395,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,353,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,349,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,RU,3,2,182,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,277,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,0,85,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,DigiCert Secure Site CN CA G3,US,CN,3,6,394,0
Amazon,Amazon RSA 2048 M01,US,None,0,8,360,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,236,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,88,397,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
Let's Encrypt,R3,US,None,0,6,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,78,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,119,0
Amazon,Amazon RSA 2048 M01,US,None,0,4,267,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,378,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,394,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,147,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,3,365,0
GlobalSign nv-sa,GlobalSign ECC OV SSL CA 2018,BE,RU,3,5,163,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,0,366,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,US,NO,5,2,368,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,34,180,0
ZeroSSL,ZeroSSL RSA Domain Secure Site CA,AT,None,0,99,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,RU,3,21,181,0
DigiCert Inc,Thawte RSA CA 2018,US,DE,3,0,396,0
GlobalSign nv-sa,GlobalSign Atlas R3 OV TLS CA 2023 Q1,BE,US,3,72,397,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,LU,3,0,397,0
Let's Encrypt,R3,US,None,0,24,90,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,11,167,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,5,86,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,1,396,0
Let's Encrypt,R3,US,None,0,18,90,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,CA,3,2,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,HK,2,0,395,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,29,396,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,294,0
Microsoft Corporation,Microsoft Azure TLS Issuing CA 01,US,US,3,136,360,0
Amazon,Amazon,US,None,0,0,337,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q4,BE,None,0,51,397,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Let's Encrypt,R3,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,49,394,0
DigiCert Inc,Thawte RSA CA 2018,US,GB,2,0,396,0
DigiCert Inc,GeoTrust TLS ECC CA G1,US,GB,2,11,367,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,4,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,173,373,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,373,0
Amazon,Amazon RSA 2048 M01,US,None,0,6,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,394,0
Amazon,Amazon RSA 2048 M01,US,None,0,9,103,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,368,0
Apple Inc.,Apple Public Server ECC CA 12 - G1,US,US,2,0,395,0
Corporation Service Company,Trusted Secure Certificate Authority 5,US,GB,2,8,365,0
ZeroSSL,ZeroSSL RSA Domain Secure Site CA,AT,None,0,3,90,0
GEANT Vereniging,GEANT OV ECC CA 4,NL,FI,2,0,365,0
"DigiCert, Inc.",RapidSSL Global TLS RSA4096 SHA256 2022 CA1,US,None,0,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,134,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,19,396,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,40,355,0
Amazon,Amazon RSA 2048 M01,US,None,0,1,291,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,394,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,US,3,30,281,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,DK,2,0,395,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,PL,3,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,396,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,374,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,394,0
Amazon,Amazon RSA 2048 M01,US,None,0,2,365,0
IdenTrust,HydrantID Server CA O1,US,US,3,13,365,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
DigiCert Inc,GeoTrust TLS RSA CA G1,US,None,0,0,396,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,72,180,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,395,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
GlobalSign nv-sa,GlobalSign GCC R3 DV TLS CA 2020,BE,None,0,0,397,0
DigiCert Inc,DigiCert Global G2 TLS RSA SHA256 2020 CA1,US,US,3,26,388,0
"Cybertrust Japan Co., Ltd.",Cybertrust Japan SureServer CA G4,JP,JP,3,96,396,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,220,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,9,84,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
Let's Encrypt,R3,US,None,0,1,90,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Amazon,Amazon RSA 2048 M01,US,None,0,7,352,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,109,181,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,3,8,394,0
DigiCert Inc,GeoTrust RSA CA 2018,US,US,3,68,366,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,348,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,365,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,0,397,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,0,80,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,140,0
Let's Encrypt,E1,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,163,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,210,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
GlobalSign nv-sa,GlobalSign RSA OV SSL CA 2018,BE,RU,3,12,397,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
ZeroSSL,ZeroSSL RSA Domain Secure Site CA,AT,None,0,8,90,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,6,83,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,3,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,205,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,US,2,14,269,0
GlobalSign nv-sa,GlobalSign Atlas R3 DV TLS CA 2022 Q3,BE,None,0,121,397,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,2,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,366,84,0
Amazon,Amazon RSA 2048 M02,US,None,0,2,198,0
Network Solutions L.L.C.,Network Solutions OV Server CA 2,US,US,2,0,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
COMODO CA Limited,COMODO RSA Organization Validation Secure Server CA,GB,US,2,97,365,0
DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,US,US,7,5,365,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,99,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,369,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,85,396,0
Let's Encrypt,R3,US,None,0,0,90,0
Microsoft Corporation,Microsoft Azure TLS Issuing CA 05,US,US,3,10,360,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
Google Trust Services LLC,GTS CA 1D4,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,GB,2,0,396,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,180,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,394,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
Let's Encrypt,R3,US,None,0,2,90,0
DigiCert Inc,DigiCert Global G2 TLS RSA SHA256 2020 CA1,US,US,3,12,396,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,176,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,184,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,1,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
GlobalSign nv-sa,GlobalSign Extended Validation CA - SHA256 - G3,BE,US,8,0,397,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,DigiCert SHA2 High Assurance Server CA,US,US,3,3,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,None,0,0,397,0
Let's Encrypt,R3,US,None,0,50,90,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,301,0
GlobalSign nv-sa,GlobalSign ECC OV SSL CA 2018,BE,GB,3,10,397,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,395,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,134,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert SHA2 Secure Server CA,US,US,3,109,181,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,323,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,KR,3,26,377,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,0,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,CA,3,11,364,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,LU,2,0,396,0
Amazon,Amazon RSA 2048 M01,US,None,0,1,394,0
Let's Encrypt,R3,US,None,0,2,90,0
Amazon,Amazon RSA 2048 M01,US,None,0,6,365,0
Let's Encrypt,R3,US,None,0,0,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,111,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,QA,2,0,366,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,4,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
DigiCert Inc,DigiCert SHA2 Extended Validation Server CA,US,NL,6,16,366,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,42,84,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,396,0
"GoDaddy.com, Inc.",Go Daddy Secure Certificate Authority - G2,US,IL,2,0,390,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,394,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,US,3,0,368,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,150,0
Amazon,Amazon RSA 2048 M01,US,None,0,0,110,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
Let's Encrypt,R3,US,None,0,4,90,0
"cPanel, Inc.","cPanel, Inc. Certification Authority",US,None,0,4,90,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,2,84,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
DigiCert Inc,DigiCert Secure Site Pro CN CA G3,US,CN,2,13,393,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
Let's Encrypt,R3,US,None,0,3,90,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Let's Encrypt,R3,US,None,0,0,90,0
Sectigo Limited,Sectigo RSA Organization Validation Secure Server CA,GB,US,3,0,365,0
Google Trust Services LLC,GTS CA 1C3,US,None,0,132,84,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,365,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,0,364,0
Amazon,Amazon RSA 2048 M02,US,None,0,0,169,0
Amazon,Amazon RSA 2048 M01,US,None,0,3,303,0
DigiCert Inc,Thawte RSA CA 2018,US,US,3,0,389,0
Google Trust Services LLC,GTS CA 1P5,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS Hybrid ECC SHA384 2020 CA1,US,US,3,39,386,0
"Cloudflare, Inc.",Cloudflare Inc ECC CA-3,US,US,3,2,364,0
Let's Encrypt,R3,US,None,0,0,90,0
Let's Encrypt,R3,US,None,0,0,90,0
"Entrust, Inc.",Entrust Certification Authority - L1K,US,US,4,0,334,0
Internet2,InCommon RSA Server CA,US,US,2,0,365,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,JP,3,2,396,0
Microsoft Corporation,Microsoft Azure TLS Issuing CA 02,US,US,3,3,360,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,0,365,0
Let's Encrypt,R3,US,None,0,0,90,0
DigiCert Inc,DigiCert TLS RSA SHA256 2020 CA1,US,GB,2,22,365,0
Sectigo Limited,Sectigo ECC Domain Validation Secure Server CA,GB,None,0,0,396,0
"Entrust, Inc.",Entrust Certification Authority - L1M,US,US,7,5,365,0
Sectigo Limited,Sectigo RSA Domain Validation Secure Server CA,GB,None,0,38,283,0
